"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.168.177","66.22.238.34","UDP","1069","50672  >  50023 Len=1027"
"2","0.000079","192.168.168.177","66.22.238.34","UDP","1070","50672  >  50023 Len=1028"
"3","0.000102","192.168.168.177","66.22.238.34","UDP","1070","50672  >  50023 Len=1028"
"4","0.000122","192.168.168.177","66.22.238.34","UDP","1070","50672  >  50023 Len=1028"
"5","0.008007","66.22.238.15","192.168.168.177","UDP","299","50003  >  57196 Len=257"
"6","0.021907","162.159.130.234","192.168.168.177","TLSv1.2","224","Application Data"
"7","0.033076","192.168.168.177","66.22.238.34","UDP","1170","50672  >  50023 Len=1128"
"8","0.033151","192.168.168.177","66.22.238.34","UDP","1170","50672  >  50023 Len=1128"
"9","0.033175","192.168.168.177","66.22.238.34","UDP","1170","50672  >  50023 Len=1128"
"10","0.033196","192.168.168.177","66.22.238.34","UDP","1170","50672  >  50023 Len=1128"
"11","0.033216","192.168.168.177","66.22.238.34","UDP","1170","50672  >  50023 Len=1128"
"12","0.033236","192.168.168.177","66.22.238.34","UDP","1170","50672  >  50023 Len=1128"
"13","0.038040","192.168.168.177","66.22.238.34","UDP","1171","50672  >  50023 Len=1129"
"14","0.038108","192.168.168.177","66.22.238.34","UDP","1171","50672  >  50023 Len=1129"
"15","0.042789","66.22.238.15","192.168.168.177","UDP","334","50003  >  57196 Len=292"
"16","0.043034","192.168.168.177","66.22.238.15","RTCP","102","Sender Report   "
"17","0.053296","66.22.238.34","192.168.168.177","UDP","98","50023  >  50672 Len=56"
"18","0.058026","66.22.238.15","192.168.168.177","UDP","298","50003  >  57196 Len=256"
"19","0.065215","192.168.168.177","66.22.238.34","UDP","1128","50672  >  50023 Len=1086"
"20","0.065283","192.168.168.177","66.22.238.34","UDP","1128","50672  >  50023 Len=1086"
"21","0.065306","192.168.168.177","66.22.238.34","UDP","1129","50672  >  50023 Len=1087"
"22","0.065326","192.168.168.177","66.22.238.34","UDP","1129","50672  >  50023 Len=1087"
"23","0.069003","192.168.168.177","162.159.130.234","TCP","54","61107  >  443 [ACK] Seq=1 Ack=171 Win=509 Len=0"
"24","0.074005","66.22.238.15","192.168.168.177","UDP","297","50003  >  57196 Len=255"
"25","0.096591","66.22.238.15","192.168.168.177","UDP","296","50003  >  57196 Len=254"
"26","0.098832","192.168.168.177","66.22.238.34","UDP","969","50672  >  50023 Len=927"
"27","0.098930","192.168.168.177","66.22.238.34","UDP","969","50672  >  50023 Len=927"
"28","0.098966","192.168.168.177","66.22.238.34","UDP","969","50672  >  50023 Len=927"
"29","0.098988","192.168.168.177","66.22.238.34","UDP","969","50672  >  50023 Len=927"
"30","0.115016","66.22.238.15","192.168.168.177","UDP","414","50003  >  57196 Len=372"
"31","0.132429","192.168.168.177","66.22.238.34","UDP","1090","50672  >  50023 Len=1048"
"32","0.132587","192.168.168.177","66.22.238.34","UDP","1090","50672  >  50023 Len=1048"
"33","0.132700","192.168.168.177","66.22.238.34","UDP","1090","50672  >  50023 Len=1048"
"34","0.132784","192.168.168.177","66.22.238.34","UDP","1091","50672  >  50023 Len=1049"
"35","0.137406","66.22.238.15","192.168.168.177","UDP","323","50003  >  57196 Len=281"
"36","0.155271","66.22.238.15","192.168.168.177","UDP","306","50003  >  57196 Len=264"
"37","0.165771","66.22.238.15","192.168.168.177","UDP","340","50003  >  57196 Len=298"
"38","0.166992","192.168.168.177","66.22.238.34","UDP","1253","50672  >  50023 Len=1211"
"39","0.167049","192.168.168.177","66.22.238.34","UDP","1253","50672  >  50023 Len=1211"
"40","0.167072","192.168.168.177","66.22.238.34","UDP","1254","50672  >  50023 Len=1212"
"41","0.180107","192.168.168.177","66.22.238.34","RTCP","118","Sender Report   "
"42","0.182637","66.22.238.15","192.168.168.177","UDP","297","50003  >  57196 Len=255"
"43","0.185864","66.22.238.34","192.168.168.177","UDP","102","50023  >  50672 Len=60"
"44","0.200997","192.168.168.177","66.22.238.34","UDP","1216","50672  >  50023 Len=1174"
"45","0.201066","192.168.168.177","66.22.238.34","UDP","1216","50672  >  50023 Len=1174"
"46","0.201089","192.168.168.177","66.22.238.34","UDP","1217","50672  >  50023 Len=1175"
"47","0.206021","66.22.238.15","192.168.168.177","UDP","321","50003  >  57196 Len=279"
"48","0.230469","66.22.238.15","192.168.168.177","UDP","351","50003  >  57196 Len=309"
"49","0.233976","192.168.168.177","66.22.238.34","UDP","1205","50672  >  50023 Len=1163"
"50","0.234041","192.168.168.177","66.22.238.34","UDP","1206","50672  >  50023 Len=1164"
"51","0.234066","192.168.168.177","66.22.238.34","UDP","1206","50672  >  50023 Len=1164"
"52","0.248269","66.22.238.15","192.168.168.177","UDP","302","50003  >  57196 Len=260"
"53","0.265757","66.22.238.15","192.168.168.177","UDP","337","50003  >  57196 Len=295"
"54","0.265938","192.168.168.177","66.22.238.34","UDP","1204","50672  >  50023 Len=1162"
"55","0.265996","192.168.168.177","66.22.238.34","UDP","1205","50672  >  50023 Len=1163"
"56","0.266020","192.168.168.177","66.22.238.34","UDP","1205","50672  >  50023 Len=1163"
"57","0.285583","66.22.238.34","192.168.168.177","UDP","94","50023  >  50672 Len=52"
"58","0.288071","66.22.238.15","192.168.168.177","UDP","330","50003  >  57196 Len=288"
"59","0.298333","192.168.168.177","66.22.238.34","UDP","1204","50672  >  50023 Len=1162"
"60","0.298413","192.168.168.177","66.22.238.34","UDP","1204","50672  >  50023 Len=1162"
"61","0.298442","192.168.168.177","66.22.238.34","UDP","1205","50672  >  50023 Len=1163"
"62","0.304993","66.22.238.15","192.168.168.177","UDP","323","50003  >  57196 Len=281"
"63","0.328395","66.22.238.15","192.168.168.177","UDP","323","50003  >  57196 Len=281"
"64","0.333182","192.168.168.177","66.22.238.34","UDP","1235","50672  >  50023 Len=1193"
"65","0.333285","192.168.168.177","66.22.238.34","UDP","1236","50672  >  50023 Len=1194"
"66","0.333327","192.168.168.177","66.22.238.34","UDP","1236","50672  >  50023 Len=1194"
"67","0.333360","192.168.168.177","66.22.238.34","UDP","1236","50672  >  50023 Len=1194"
"68","0.333386","192.168.168.177","66.22.238.34","UDP","1236","50672  >  50023 Len=1194"
"69","0.339062","192.168.168.177","66.22.238.34","UDP","1236","50672  >  50023 Len=1194"
"70","0.339130","192.168.168.177","66.22.238.34","UDP","1236","50672  >  50023 Len=1194"
"71","0.350677","66.22.238.15","192.168.168.177","UDP","323","50003  >  57196 Len=281"
"72","0.366682","192.168.168.177","66.22.238.34","UDP","1156","50672  >  50023 Len=1114"
"73","0.366753","192.168.168.177","66.22.238.34","UDP","1156","50672  >  50023 Len=1114"
"74","0.366777","192.168.168.177","66.22.238.34","UDP","1156","50672  >  50023 Len=1114"
"75","0.366798","192.168.168.177","66.22.238.34","UDP","1157","50672  >  50023 Len=1115"
"76","0.372875","66.22.238.15","192.168.168.177","UDP","321","50003  >  57196 Len=279"
"77","0.385898","66.22.238.34","192.168.168.177","UDP","98","50023  >  50672 Len=56"
"78","0.390133","66.22.238.15","192.168.168.177","UDP","324","50003  >  57196 Len=282"
"79","0.400251","192.168.168.177","66.22.238.34","UDP","1031","50672  >  50023 Len=989"
"80","0.400320","192.168.168.177","66.22.238.34","UDP","1031","50672  >  50023 Len=989"
"81","0.400347","192.168.168.177","66.22.238.34","UDP","1032","50672  >  50023 Len=990"
"82","0.400372","192.168.168.177","66.22.238.34","UDP","1032","50672  >  50023 Len=990"
"83","0.405265","192.168.168.177","66.22.238.34","RTCP","102","Sender Report   Goodbye   [Malformed Packet]"
"84","0.418378","66.22.238.15","192.168.168.177","UDP","303","50003  >  57196 Len=261"
"85","0.433645","192.168.168.177","66.22.238.34","UDP","1214","50672  >  50023 Len=1172"
"86","0.433714","192.168.168.177","66.22.238.34","UDP","1214","50672  >  50023 Len=1172"
"87","0.433737","192.168.168.177","66.22.238.34","UDP","1215","50672  >  50023 Len=1173"
"88","0.435900","66.22.238.15","192.168.168.177","UDP","335","50003  >  57196 Len=293"
"89","0.453033","66.22.238.15","192.168.168.177","UDP","332","50003  >  57196 Len=290"
"90","0.467261","192.168.168.177","66.22.238.34","UDP","1198","50672  >  50023 Len=1156"
"91","0.467331","192.168.168.177","66.22.238.34","UDP","1198","50672  >  50023 Len=1156"
"92","0.467359","192.168.168.177","66.22.238.34","UDP","1199","50672  >  50023 Len=1157"
"93","0.468130","66.22.238.15","192.168.168.177","RTCP","94","Receiver Report   "
"94","0.481025","66.22.238.15","192.168.168.177","UDP","302","50003  >  57196 Len=260"
"95","0.486003","66.22.238.15","192.168.168.177","UDP","344","50003  >  57196 Len=302"
"96","0.486238","66.22.238.34","192.168.168.177","UDP","98","50023  >  50672 Len=56"
"97","0.497597","66.22.238.15","192.168.168.177","UDP","323","50003  >  57196 Len=281"
"98","0.500609","192.168.168.177","66.22.238.34","UDP","1195","50672  >  50023 Len=1153"
"99","0.500662","192.168.168.177","66.22.238.34","UDP","1195","50672  >  50023 Len=1153"
"100","0.500685","192.168.168.177","66.22.238.34","UDP","1196","50672  >  50023 Len=1154"
"101","0.525780","66.22.238.15","192.168.168.177","UDP","323","50003  >  57196 Len=281"
"102","0.532250","192.168.168.177","66.22.238.34","UDP","1257","50672  >  50023 Len=1215"
"103","0.532328","192.168.168.177","66.22.238.34","UDP","1257","50672  >  50023 Len=1215"
"104","0.532360","192.168.168.177","66.22.238.34","UDP","1258","50672  >  50023 Len=1216"
"105","0.543678","66.22.238.15","192.168.168.177","UDP","323","50003  >  57196 Len=281"
"106","0.565002","66.22.238.15","192.168.168.177","UDP","311","50003  >  57196 Len=269"
"107","0.565886","192.168.168.177","66.22.238.34","UDP","314","50672  >  50023 Len=272"
"108","0.565948","192.168.168.177","66.22.238.34","UDP","1211","50672  >  50023 Len=1169"
"109","0.565975","192.168.168.177","66.22.238.34","UDP","1211","50672  >  50023 Len=1169"
"110","0.567913","192.168.168.177","66.22.238.34","UDP","1211","50672  >  50023 Len=1169"
"111","0.567966","192.168.168.177","66.22.238.34","UDP","1213","50672  >  50023 Len=1171"
"112","0.567990","192.168.168.177","66.22.238.34","UDP","1213","50672  >  50023 Len=1171"
"113","0.571014","192.168.168.177","66.22.238.34","UDP","1213","50672  >  50023 Len=1171"
"114","0.571068","192.168.168.177","66.22.238.34","UDP","1260","50672  >  50023 Len=1218"
"115","0.571091","192.168.168.177","66.22.238.34","UDP","1259","50672  >  50023 Len=1217"
"116","0.574891","192.168.168.177","66.22.238.34","UDP","1259","50672  >  50023 Len=1217"
"117","0.574929","192.168.168.177","66.22.238.34","UDP","1198","50672  >  50023 Len=1156"
"118","0.574952","192.168.168.177","66.22.238.34","UDP","1197","50672  >  50023 Len=1155"
"119","0.575889","192.168.168.177","66.22.238.34","UDP","1197","50672  >  50023 Len=1155"
"120","0.575930","192.168.168.177","66.22.238.34","UDP","1201","50672  >  50023 Len=1159"
"121","0.575955","192.168.168.177","66.22.238.34","UDP","1200","50672  >  50023 Len=1158"
"122","0.579909","192.168.168.177","66.22.238.34","UDP","1213","50672  >  50023 Len=1171"
"123","0.579971","192.168.168.177","66.22.238.34","UDP","1213","50672  >  50023 Len=1171"
"124","0.579994","192.168.168.177","66.22.238.34","UDP","1213","50672  >  50023 Len=1171"
"125","0.586814","66.22.238.34","192.168.168.177","UDP","98","50023  >  50672 Len=56"
"126","0.600936","192.168.168.177","66.22.238.34","UDP","1201","50672  >  50023 Len=1159"
"127","0.601009","192.168.168.177","66.22.238.34","UDP","1201","50672  >  50023 Len=1159"
"128","0.601032","192.168.168.177","66.22.238.34","UDP","1201","50672  >  50023 Len=1159"
"129","0.608749","66.22.238.15","192.168.168.177","UDP","297","50003  >  57196 Len=255"
"130","0.609246","66.22.238.15","192.168.168.177","UDP","360","50003  >  57196 Len=318"
"131","0.620983","192.168.168.177","66.22.238.15","UDP","50","57196  >  50003 Len=8"
"132","0.626861","162.159.130.234","192.168.168.177","TLSv1.2","127","Application Data"
"133","0.631068","66.22.238.15","192.168.168.177","UDP","324","50003  >  57196 Len=282"
"134","0.632962","192.168.168.177","66.22.238.34","UDP","1200","50672  >  50023 Len=1158"
"135","0.633014","192.168.168.177","66.22.238.34","UDP","1201","50672  >  50023 Len=1159"
"136","0.633037","192.168.168.177","66.22.238.34","UDP","1201","50672  >  50023 Len=1159"
"137","0.641637","66.22.238.15","192.168.168.177","UDP","56","50003  >  57196 Len=8"
"138","0.656228","66.22.238.15","192.168.168.177","UDP","299","50003  >  57196 Len=257"
"139","0.667236","192.168.168.177","66.22.238.34","UDP","1201","50672  >  50023 Len=1159"
"140","0.667337","192.168.168.177","66.22.238.34","UDP","1202","50672  >  50023 Len=1160"
"141","0.667396","192.168.168.177","66.22.238.34","UDP","1202","50672  >  50023 Len=1160"
"142","0.669352","66.22.238.15","192.168.168.177","UDP","347","50003  >  57196 Len=305"
"143","0.681608","192.168.168.177","162.159.130.234","TCP","54","61107  >  443 [ACK] Seq=1 Ack=244 Win=508 Len=0"
"144","0.686248","66.22.238.34","192.168.168.177","UDP","106","50023  >  50672 Len=64"
"145","0.686628","66.22.238.15","192.168.168.177","UDP","323","50003  >  57196 Len=281"
"146","0.701677","192.168.168.177","66.22.238.34","UDP","1210","50672  >  50023 Len=1168"
"147","0.701790","192.168.168.177","66.22.238.34","UDP","1210","50672  >  50023 Len=1168"
"148","0.701846","192.168.168.177","66.22.238.34","UDP","1210","50672  >  50023 Len=1168"
"149","0.701894","192.168.168.177","66.22.238.34","UDP","1210","50672  >  50023 Len=1168"
"150","0.701939","192.168.168.177","66.22.238.34","UDP","1210","50672  >  50023 Len=1168"
"151","0.707296","192.168.168.177","66.22.238.34","UDP","1210","50672  >  50023 Len=1168"
"152","0.707369","192.168.168.177","66.22.238.34","UDP","1210","50672  >  50023 Len=1168"
"153","0.707424","192.168.168.177","66.22.238.34","UDP","1210","50672  >  50023 Len=1168"
"154","0.707466","192.168.168.177","66.22.238.34","UDP","1210","50672  >  50023 Len=1168"
"155","0.710171","66.22.238.15","192.168.168.177","UDP","323","50003  >  57196 Len=281"
"156","0.712709","192.168.168.177","66.22.238.34","UDP","1211","50672  >  50023 Len=1169"
"157","0.712831","192.168.168.177","66.22.238.34","UDP","1211","50672  >  50023 Len=1169"
"158","0.712883","192.168.168.177","66.22.238.34","UDP","1211","50672  >  50023 Len=1169"
"159","0.712930","192.168.168.177","66.22.238.34","UDP","1211","50672  >  50023 Len=1169"
"160","0.712970","192.168.168.177","66.22.238.34","UDP","1211","50672  >  50023 Len=1169"
"161","0.718704","192.168.168.177","66.22.238.34","UDP","1211","50672  >  50023 Len=1169"
"162","0.734767","192.168.168.177","66.22.238.34","UDP","1250","50672  >  50023 Len=1208"
"163","0.734911","192.168.168.177","66.22.238.34","UDP","1250","50672  >  50023 Len=1208"
"164","0.734966","192.168.168.177","66.22.238.34","UDP","1250","50672  >  50023 Len=1208"
"165","0.735008","192.168.168.177","66.22.238.34","UDP","1250","50672  >  50023 Len=1208"
"166","0.735049","192.168.168.177","66.22.238.34","UDP","1250","50672  >  50023 Len=1208"
"167","0.740658","192.168.168.177","66.22.238.34","UDP","1250","50672  >  50023 Len=1208"
"168","0.740758","192.168.168.177","66.22.238.34","UDP","1250","50672  >  50023 Len=1208"
"169","0.740814","192.168.168.177","66.22.238.34","UDP","1251","50672  >  50023 Len=1209"
"170","0.740863","192.168.168.177","66.22.238.34","UDP","1251","50672  >  50023 Len=1209"
"171","0.740909","192.168.168.177","66.22.238.34","UDP","1251","50672  >  50023 Len=1209"
"172","0.743340","66.22.238.15","192.168.168.177","UDP","323","50003  >  57196 Len=281"
"173","0.753517","66.22.238.15","192.168.168.177","UDP","323","50003  >  57196 Len=281"
"174","0.758171","66.22.238.34","192.168.168.177","RTCP","110","Payload-specific Feedback   ALFB  "
"175","0.758171","66.22.238.34","192.168.168.177","RTCP","94","Receiver Report   "
"176","0.758171","66.22.238.34","192.168.168.177","RTCP","94","Receiver Report   "
"177","0.766717","192.168.168.177","66.22.238.34","UDP","1191","50672  >  50023 Len=1149"
"178","0.766863","192.168.168.177","66.22.238.34","UDP","1191","50672  >  50023 Len=1149"
"179","0.766917","192.168.168.177","66.22.238.34","UDP","1191","50672  >  50023 Len=1149"
"180","0.766959","192.168.168.177","66.22.238.34","UDP","1191","50672  >  50023 Len=1149"
"181","0.767000","192.168.168.177","66.22.238.34","UDP","1191","50672  >  50023 Len=1149"
"182","0.772666","192.168.168.177","66.22.238.34","UDP","1191","50672  >  50023 Len=1149"
"183","0.772794","192.168.168.177","66.22.238.34","UDP","1191","50672  >  50023 Len=1149"
"184","0.772849","192.168.168.177","66.22.238.34","UDP","1192","50672  >  50023 Len=1150"
"185","0.772893","192.168.168.177","66.22.238.34","UDP","1192","50672  >  50023 Len=1150"
"186","0.772934","192.168.168.177","66.22.238.34","UDP","1192","50672  >  50023 Len=1150"
"187","0.776926","66.22.238.15","192.168.168.177","UDP","323","50003  >  57196 Len=281"
"188","0.777692","192.168.168.177","66.22.238.34","UDP","1192","50672  >  50023 Len=1150"
"189","0.777971","192.168.168.177","66.22.238.34","UDP","1192","50672  >  50023 Len=1150"
"190","0.786122","66.22.238.34","192.168.168.177","UDP","114","50023  >  50672 Len=72"
"191","0.799703","192.168.168.177","66.22.238.34","UDP","1174","50672  >  50023 Len=1132"
"192","0.799714","66.22.238.15","192.168.168.177","UDP","323","50003  >  57196 Len=281"
"193","0.799782","192.168.168.177","66.22.238.34","UDP","1174","50672  >  50023 Len=1132"
"194","0.799812","192.168.168.177","66.22.238.34","UDP","1174","50672  >  50023 Len=1132"
"195","0.799837","192.168.168.177","66.22.238.34","UDP","1174","50672  >  50023 Len=1132"
"196","0.799860","192.168.168.177","66.22.238.34","UDP","1175","50672  >  50023 Len=1133"
"197","0.799882","192.168.168.177","66.22.238.34","UDP","1175","50672  >  50023 Len=1133"
"198","0.804313","66.22.238.15","192.168.168.177","UDP","321","50003  >  57196 Len=279"
"199","0.805679","192.168.168.177","66.22.238.34","UDP","1175","50672  >  50023 Len=1133"
"200","0.805744","192.168.168.177","66.22.238.34","UDP","1175","50672  >  50023 Len=1133"
"201","0.805776","192.168.168.177","66.22.238.34","UDP","1175","50672  >  50023 Len=1133"
"202","0.805807","192.168.168.177","66.22.238.34","UDP","1175","50672  >  50023 Len=1133"
"203","0.810591","192.168.168.177","162.159.130.235","TLSv1.2","115","Application Data"
"204","0.821976","66.22.238.15","192.168.168.177","UDP","318","50003  >  57196 Len=276"
"205","0.832325","192.168.168.177","66.22.238.34","UDP","1184","50672  >  50023 Len=1142"
"206","0.832412","192.168.168.177","66.22.238.34","UDP","1184","50672  >  50023 Len=1142"
"207","0.832441","192.168.168.177","66.22.238.34","UDP","1184","50672  >  50023 Len=1142"
"208","0.832465","192.168.168.177","66.22.238.34","UDP","1184","50672  >  50023 Len=1142"
"209","0.832491","192.168.168.177","66.22.238.34","UDP","1184","50672  >  50023 Len=1142"
"210","0.838252","192.168.168.177","66.22.238.34","UDP","1184","50672  >  50023 Len=1142"
"211","0.838314","192.168.168.177","66.22.238.34","UDP","1184","50672  >  50023 Len=1142"
"212","0.838345","192.168.168.177","66.22.238.34","UDP","1184","50672  >  50023 Len=1142"
"213","0.838372","192.168.168.177","66.22.238.34","UDP","1184","50672  >  50023 Len=1142"
"214","0.839586","66.22.238.15","192.168.168.177","UDP","330","50003  >  57196 Len=288"
"215","0.839832","162.159.130.235","192.168.168.177","TLSv1.2","111","Application Data"
"216","0.851367","192.168.168.177","66.22.238.34","RTCP","118","Sender Report   Unknown   [Malformed Packet]"
"217","0.862327","66.22.238.15","192.168.168.177","UDP","323","50003  >  57196 Len=281"
"218","0.865359","192.168.168.177","66.22.238.34","UDP","1205","50672  >  50023 Len=1163"
"219","0.865424","192.168.168.177","66.22.238.34","UDP","1205","50672  >  50023 Len=1163"
"220","0.865458","192.168.168.177","66.22.238.34","UDP","1205","50672  >  50023 Len=1163"
"221","0.865484","192.168.168.177","66.22.238.34","UDP","1205","50672  >  50023 Len=1163"
"222","0.865508","192.168.168.177","66.22.238.34","UDP","1205","50672  >  50023 Len=1163"
"223","0.870404","192.168.168.177","66.22.238.34","UDP","1205","50672  >  50023 Len=1163"
"224","0.870445","192.168.168.177","66.22.238.34","UDP","1205","50672  >  50023 Len=1163"
"225","0.870471","192.168.168.177","66.22.238.34","UDP","1205","50672  >  50023 Len=1163"
"226","0.886272","66.22.238.34","192.168.168.177","UDP","118","50023  >  50672 Len=76"
"227","0.887004","192.168.168.177","162.159.130.235","TCP","54","59167  >  443 [ACK] Seq=62 Ack=58 Win=511 Len=0"
"228","0.890738","66.22.238.15","192.168.168.177","UDP","323","50003  >  57196 Len=281"
"229","0.898835","192.168.168.177","66.22.238.34","UDP","1214","50672  >  50023 Len=1172"
"230","0.898927","192.168.168.177","66.22.238.34","UDP","1214","50672  >  50023 Len=1172"
"231","0.898956","192.168.168.177","66.22.238.34","UDP","1214","50672  >  50023 Len=1172"
"232","0.898979","192.168.168.177","66.22.238.34","UDP","1214","50672  >  50023 Len=1172"
"233","0.899002","192.168.168.177","66.22.238.34","UDP","1214","50672  >  50023 Len=1172"
"234","0.899024","192.168.168.177","66.22.238.34","UDP","1214","50672  >  50023 Len=1172"
"235","0.904916","192.168.168.177","66.22.238.34","UDP","1215","50672  >  50023 Len=1173"
"236","0.904960","192.168.168.177","66.22.238.34","UDP","1215","50672  >  50023 Len=1173"
"237","0.907620","66.22.238.15","192.168.168.177","UDP","301","50003  >  57196 Len=259"
"238","0.929616","66.22.238.15","192.168.168.177","UDP","345","50003  >  57196 Len=303"
"239","0.932033","192.168.168.177","66.22.238.34","UDP","1202","50672  >  50023 Len=1160"
"240","0.932108","192.168.168.177","66.22.238.34","UDP","1202","50672  >  50023 Len=1160"
"241","0.932137","192.168.168.177","66.22.238.34","UDP","1202","50672  >  50023 Len=1160"
"242","0.932160","192.168.168.177","66.22.238.34","UDP","1202","50672  >  50023 Len=1160"
"243","0.932182","192.168.168.177","66.22.238.34","UDP","1203","50672  >  50023 Len=1161"
"244","0.932219","192.168.168.177","66.22.238.34","UDP","1203","50672  >  50023 Len=1161"
"245","0.937883","192.168.168.177","66.22.238.34","UDP","1203","50672  >  50023 Len=1161"
"246","0.937982","192.168.168.177","66.22.238.34","UDP","1203","50672  >  50023 Len=1161"
"247","0.952244","66.22.238.15","192.168.168.177","UDP","296","50003  >  57196 Len=254"
"248","0.969254","192.168.168.177","66.22.238.34","UDP","1182","50672  >  50023 Len=1140"
"249","0.969367","192.168.168.177","66.22.238.34","UDP","1182","50672  >  50023 Len=1140"
"250","0.969415","192.168.168.177","66.22.238.34","UDP","1182","50672  >  50023 Len=1140"
"251","0.969458","192.168.168.177","66.22.238.34","UDP","1182","50672  >  50023 Len=1140"
"252","0.969499","192.168.168.177","66.22.238.34","UDP","1182","50672  >  50023 Len=1140"
"253","0.971751","66.22.238.15","192.168.168.177","UDP","297","50003  >  57196 Len=255"
"254","0.974520","192.168.168.177","66.22.238.34","UDP","1182","50672  >  50023 Len=1140"
"255","0.974649","192.168.168.177","66.22.238.34","UDP","1182","50672  >  50023 Len=1140"
"256","0.974703","192.168.168.177","66.22.238.34","UDP","1183","50672  >  50023 Len=1141"
"257","0.987060","66.22.238.15","192.168.168.177","UDP","297","50003  >  57196 Len=255"
"258","0.988297","66.22.238.34","192.168.168.177","UDP","106","50023  >  50672 Len=64"
"259","0.997569","192.168.168.177","66.22.238.34","UDP","1206","50672  >  50023 Len=1164"
"260","0.997704","192.168.168.177","66.22.238.34","UDP","1206","50672  >  50023 Len=1164"
"261","0.997757","192.168.168.177","66.22.238.34","UDP","1207","50672  >  50023 Len=1165"
"262","0.997827","192.168.168.177","66.22.238.34","UDP","1207","50672  >  50023 Len=1165"
"263","0.997886","192.168.168.177","66.22.238.34","UDP","1207","50672  >  50023 Len=1165"
"264","0.997950","192.168.168.177","66.22.238.34","UDP","1207","50672  >  50023 Len=1165"
"265","1.002832","192.168.168.177","66.22.238.34","UDP","1207","50672  >  50023 Len=1165"
"266","1.002944","192.168.168.177","66.22.238.34","UDP","1207","50672  >  50023 Len=1165"
"267","1.009514","66.22.238.15","192.168.168.177","UDP","314","50003  >  57196 Len=272"
"268","1.031783","66.22.238.15","192.168.168.177","UDP","411","50003  >  57196 Len=369"
"269","1.034990","192.168.168.177","66.22.238.34","UDP","1210","50672  >  50023 Len=1168"
"270","1.035101","192.168.168.177","66.22.238.34","UDP","1210","50672  >  50023 Len=1168"
"271","1.035154","192.168.168.177","66.22.238.34","UDP","1210","50672  >  50023 Len=1168"
"272","1.035213","192.168.168.177","66.22.238.34","UDP","1210","50672  >  50023 Len=1168"
"273","1.035257","192.168.168.177","66.22.238.34","UDP","1211","50672  >  50023 Len=1169"
"274","1.039959","192.168.168.177","66.22.238.34","UDP","1211","50672  >  50023 Len=1169"
"275","1.040061","192.168.168.177","66.22.238.34","UDP","1211","50672  >  50023 Len=1169"
"276","1.055070","66.22.238.15","192.168.168.177","UDP","323","50003  >  57196 Len=281"
"277","1.066013","192.168.168.177","66.22.238.34","UDP","1208","50672  >  50023 Len=1166"
"278","1.066124","192.168.168.177","66.22.238.34","UDP","1209","50672  >  50023 Len=1167"
"279","1.066172","192.168.168.177","66.22.238.34","UDP","1209","50672  >  50023 Len=1167"
"280","1.066214","192.168.168.177","66.22.238.34","UDP","1209","50672  >  50023 Len=1167"
"281","1.066254","192.168.168.177","66.22.238.34","UDP","1209","50672  >  50023 Len=1167"
"282","1.077017","192.168.168.177","66.22.238.34","RTCP","102","Sender Report   "
"283","1.078959","66.22.238.15","192.168.168.177","UDP","323","50003  >  57196 Len=281"
"284","1.099224","192.168.168.177","66.22.238.34","UDP","1141","50672  >  50023 Len=1099"
"285","1.099364","192.168.168.177","66.22.238.34","UDP","1141","50672  >  50023 Len=1099"
"286","1.099416","192.168.168.177","66.22.238.34","UDP","1141","50672  >  50023 Len=1099"
"287","1.099457","192.168.168.177","66.22.238.34","UDP","1141","50672  >  50023 Len=1099"
"288","1.099497","192.168.168.177","66.22.238.34","UDP","1141","50672  >  50023 Len=1099"
"289","1.099537","192.168.168.177","66.22.238.34","UDP","1141","50672  >  50023 Len=1099"
"290","1.099645","66.22.238.15","192.168.168.177","UDP","323","50003  >  57196 Len=281"
"291","1.105134","192.168.168.177","66.22.238.34","UDP","1142","50672  >  50023 Len=1100"
"292","1.105226","192.168.168.177","66.22.238.34","UDP","1142","50672  >  50023 Len=1100"
"293","1.117304","66.22.238.15","192.168.168.177","UDP","323","50003  >  57196 Len=281"
"294","1.118043","66.22.238.34","192.168.168.177","UDP","114","50023  >  50672 Len=72"
"295","1.122709","66.22.238.15","192.168.168.177","UDP","323","50003  >  57196 Len=281"
"296","1.132426","192.168.168.177","66.22.238.34","UDP","1171","50672  >  50023 Len=1129"
"297","1.132568","192.168.168.177","66.22.238.34","UDP","1171","50672  >  50023 Len=1129"
"298","1.132625","192.168.168.177","66.22.238.34","UDP","1171","50672  >  50023 Len=1129"
"299","1.132677","192.168.168.177","66.22.238.34","UDP","1171","50672  >  50023 Len=1129"
"300","1.132721","192.168.168.177","66.22.238.34","UDP","1172","50672  >  50023 Len=1130"
"301","1.138141","192.168.168.177","66.22.238.34","UDP","1172","50672  >  50023 Len=1130"
"302","1.154552","66.22.238.15","192.168.168.177","UDP","323","50003  >  57196 Len=281"
"303","1.161852","66.22.238.15","192.168.168.177","UDP","85","50003  >  57196 Len=43"
"304","1.166061","192.168.168.177","66.22.238.34","UDP","1124","50672  >  50023 Len=1082"
"305","1.166196","192.168.168.177","66.22.238.34","UDP","1124","50672  >  50023 Len=1082"
"306","1.166270","192.168.168.177","66.22.238.34","UDP","1124","50672  >  50023 Len=1082"
